UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,YEAR,QUARTER,CURR_ASSETS,FLIGHT_EQUIP,ASSETS,CURR_LIABILITIES,NON_REC_LIAB,DEF_CREDITS
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2005,4,26894.46,746399.51,452618.79,63777.96,74456.36,138915
AX,Trans States Airlines,9N,Trans States Airlines,1997,3,50873.28,16917.16,87646.81,24917.25,23193.51,1242.73
QX,Horizon Air,QX,Horizon Air,2000,2,38171,109791,248750,106052,,14637
FE,Primaris Airlines Inc.,FE,Primaris Airlines Inc.,2006,1,482.53,748.07,4695.48,3029.78,26,
AX,Trans States Airlines,9N,Trans States Airlines,1998,2,32368.28,17963.37,85051.42,25188.63,20527.58,988.42
QX,Horizon Air,QX,Horizon Air,1996,4,49575,62783,174286,67372,,10663
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2011,1,4753.85,0,6267.93,5133.84,178.89,70
BE,Braniff International Airlines Inc.,BE,Braniff International Airlines Inc.,1991,3,2446.46,,8332.68,7267.22,7869.15,
TB (1),USAir Shuttle,TB,USAir Shuttle,1995,1,12997.16,37476.72,136161.96,25278.3,182779.97,2718.66
YX,Republic Airlines,RW,Republic Airlines,2006,1,2896.34,200922,211792.95,53814.14,158257.81,3494.18
09Q,"Swift Air, LLC",09Q,"Swift Air, LLC",2008,2,13652.39,,14734.04,8979.9,9504.77,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2009,4,30926.43,799250.36,462836.7,78807.17,82950.52,119706.54
OW,Executive Airlines,OW,Executive Airlines,2004,1,86135.81,43819.87,103712.02,66732.98,,62
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,2004,2,5090.52,6019.51,12315.7,5637.73,1295.44,
MG,Champion Air,MG,MGM Grand Air Inc.,1994,4,2583,,2618,3978,,
RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,1994,4,6351.19,19262.1,19380.36,4585.65,1100,2302.43
QX,Horizon Air,QX,Horizon Air,2002,3,87840,116973,267228,126501,,18490
QX,Horizon Air,QX,Horizon Air,1998,2,37853,69546,163608,50910,,9872
QX,Horizon Air,QX,Horizon Air,2004,4,84999,192623,286988,111066,41392,28408
XP,XTRA Airways,XP,Casino Express,2011,3,2287.2,1953.15,4392.88,2969.58,1865.18,-3530.97
M6,Amerijet International,JH,Amerijet International,1990,1,3736.18,756.56,5046.1,3672.27,623.29,505.03
QX,Horizon Air,QX,Horizon Air,1997,4,30147,63759,158014,51644,,7153
AX,Trans States Airlines,9N,Trans States Airlines,2002,2,31015.96,43053.64,64334.69,31877.35,3428.54,328.45
AX,Trans States Airlines,9N,Trans States Airlines,1999,4,36949.77,27471.03,89030,34109.59,17962.16,713.35
QX,Horizon Air,QX,Horizon Air,1992,1,32708,39213,147673,59147,4418,6020
YB,Trans Continental Airlines,YB,Trans Continental Airlines,1991,4,2209.36,10990.21,9327.77,14613.62,4315.78,779.26
ZN,Key Airlines Inc.,ZN,Key Airlines Inc.,1993,2,299.39,,523.94,6258.79,,
QX,Horizon Air,QX,Horizon Air,1994,3,52072,48029,157965,47545,3346,12137
RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,2000,1,4621.05,18188.17,13530.54,11237.27,2592.81,
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2007,1,14990.89,99793.9,65517.1,9961.02,670.63,6
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1993,1,35939,190956,327762,99830,163253,839
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2004,2,6551.95,3093.31,10315.06,7085.92,1875,
MQ,Envoy Air,MQ,American Eagle Airlines Inc.,2003,3,53312.8,2309174.24,3356050.67,419187.38,2965166.5,-67321.88
TB (1),USAir Shuttle,TB,USAir Shuttle,1994,2,10249.19,37285.08,141362.29,24107.29,189598.24,3057.08
JX,Southeast Airlines,JX,Sun Jet International Inc.,1997,1,1668,134,9262,11814,3024,
QX,Horizon Air,QX,Horizon Air,1990,3,26142,33567,130500,32410,14561,7176
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,2007,3,6205,20598.86,36435.14,10061.66,,
ZN,Key Airlines Inc.,ZN,Key Airlines Inc.,1992,4,6687.17,,7195.38,7431.32,219.12,529.08
TB (1),USAir Shuttle,TB,USAir Shuttle,1997,4,5721.14,53348.95,119545.06,19304.51,151237.36,8768.38
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,1997,3,44632.39,297517.04,155555.93,60424.11,,68666.07
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,1997,2,45434.24,319631.83,243298.97,48614.25,98452.27,69766.69
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1995,4,34483.56,208656.69,167225.85,51925.74,58163.98,93.26
AX,Trans States Airlines,9N,Trans States Airlines,2000,1,33850.09,27562.83,85733.9,32727.18,17870.73,695.57
09Q,"Swift Air, LLC",09Q,"Swift Air, LLC",2007,4,12073.22,,13297.72,7731.37,9004.62,
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,2001,4,4414.08,18885.25,16526.2,121399.36,47926.34,
KP,Kiwi International,KP,Kiwi International,1997,3,12696.98,4597.79,29142.03,14335.03,7251.54,
WV (1),Air South Inc. (1),WV,Air South Inc.,1996,2,8212.53,1829.9,12327.8,22394.05,12000,
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,2004,1,9380.11,8925.57,13317.1,7983.16,3216.4,498.13
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,1993,3,14836.92,78199.29,76693.61,37663.21,-672.69,11783.69
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,1992,1,4292.66,23496.2,28181.3,10190.86,12256.79,4343.69
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,1999,1,3308.96,2677.57,7565.93,985.29,3704.7,
MQ,Envoy Air,MQ,Envoy Air,2016,1,120829.19,184290.29,313309.27,92129.43,36652.03,758.33
ZN,Key Airlines Inc.,KEQ,Key Airlines Inc.,1990,1,-1577,2400,24599,11000,31114,
,,U7,,1997,3,18342.41,37400.41,44083.15,14416.7,30961.54,
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,1997,4,75235.09,230291.75,161797.5,61416.74,,73915
09Q,"Swift Air, LLC",09Q,"Swift Air, LLC",2007,2,11917.67,,13265.59,6809.99,8852.74,
8C,Air Transport International,8C,Air Transport International,2012,3,68712.68,7953.62,91670.18,16563.92,290.05,19.14
OH,PSA Airlines Inc.,16,PSA Airlines Inc.,2007,3,31096.01,35343.58,79911.73,134992.92,,-90.84
WE,Centurion Cargo Inc.,WE,Challenge Air Cargo Inc.,1993,1,15998.22,7690.07,31768.59,18815.66,3201.59,
KH,Aloha Air Cargo,KH,Aloha Air Cargo,2014,2,11887.6,13835.93,27189.23,4386.44,20.06,
5J (1),Private Jet Expeditions,5J,Private Jet Expeditions,1994,1,11452.03,,16379.18,19367.51,71.66,
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,2004,1,4384.64,5889.75,11625.12,4890.66,1466.31,
TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,1999,4,486.98,,1495.59,560.86,,
QX,Horizon Air,QX,Horizon Air,1994,2,40235,44846,144472,35610,3439,15246
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2006,1,8656.2,,10695.7,9998.51,658.72,347
QX,Horizon Air,QX,Horizon Air,2002,2,83858,119337,267268,131062,,17713
WI,Sky Lease Cargo,WI,Tradewinds Airlines,2010,2,4070.89,1019.68,5072.91,1303.53,,
T9,TransMeridian Airlines,T9,TransMeridian Airlines,1999,2,8168.51,420.41,8389.56,18090.64,18260.41,
8C,Air Transport International,8C,Air Transport International,1996,3,23499.18,7516.45,81679.27,12902.95,72675.73,
QX,Horizon Air,QX,Horizon Air,2008,2,147349,518084,726934,271644,241496,74853
OH,PSA Airlines Inc.,16,PSA Airlines Inc.,2005,4,26529.25,21718.69,66725.64,107419.68,,
QX,Horizon Air,QX,Horizon Air,1993,4,34722,44523,141940,39179,3648,11437
YX,Republic Airlines,RW,Republic Airlines,2009,1,13089.73,1102232.03,1055796.56,126173.01,825478.64,13419.94
KH,Aloha Air Cargo,KH,Aloha Air Cargo,2008,4,10784.64,2500,22307.37,3741.83,224.23,
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,2002,1,7790.8,18414.15,17400.96,121886.27,50694.54,
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1996,1,33182.55,209464.37,161969,49158.24,56831.91,93.26
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2006,4,5251.39,,6848.44,6069.13,629.86,
0JQ,Vision Airlines,0JQ,Vision Airlines,2014,4,10219.55,0,15895.87,13054.7,24033.57,0
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2016,3,7962.3,172858.94,87408.2,5958.39,3081.41,0
AX,Trans States Airlines,9N,Trans States Airlines,1994,3,37135.53,20900.8,80223.35,17386.7,33555.24,1127.14
JKQ,Express One International Inc.,JKQ,Express One International Inc.,1993,4,24832.32,86028.23,94263.57,36755.46,33819.43,7281.55
,,U7,,1998,1,7441.47,41954.79,38810.31,9014.85,29230.77,
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,2007,1,5259.69,7819.19,7720.86,4439.25,,
,,U7,,1998,3,13848.92,48137.48,46103.13,13442.48,27500,
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2011,2,5225.21,0,6146.46,5171.02,175.62,70
QX,Horizon Air,QX,Horizon Air,1996,2,50321,65552,159567,49210,2583,10261
OH,PSA Airlines Inc.,16,PSA Airlines Inc.,2006,1,34500.17,26733.44,78955.9,119969.31,,
TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,2000,2,1567.63,,2568.05,1678.89,1900,
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2006,3,7180.57,,8886.7,8378.53,507.42,
OW,Executive Airlines,OW,Executive Airlines,2001,2,89051.58,37147.94,118867.74,61642.59,,-1198.7
OW,Executive Airlines,OW,Executive Airlines,2004,3,75967.38,64354.94,96298.15,53414.19,,5620.12
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2010,3,8513.98,122982.34,51512.9,8083.12,1698.98,-16.81
TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,1999,3,295.69,2500,5664.35,4401.15,1200,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2008,3,42493.24,777841.5,493665.23,83783.84,79798.19,131710.5
MQ,Envoy Air,MQ,Envoy Air,2015,3,142329.52,203021.33,312526.7,91979.95,34249.5,6945.44
YB,Trans Continental Airlines,YB,Trans Continental Airlines,1990,2,4879.51,12858.59,20914.99,14111.2,5566.5,2158.22
FNQ,Fine Airlines Inc.,FNQ,Fine Airlines Inc.,1996,2,18907.09,525,19905.37,17842.7,854.53,
MG,Champion Air,MG,MGM Grand Air Inc.,1990,4,6180.76,83834.45,88615.94,11596.27,59846.69,
WE,Centurion Cargo Inc.,WE,Challenge Air Cargo Inc.,1993,4,17148.31,7786.46,32220.1,19242.02,3456.4,952.07
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,1990,1,21138.81,63101,83764.69,18699.35,44368.47,3557.74
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2006,4,30734.84,764055.6,476677.98,61510.77,86817.31,135374.98
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2006,2,6827.58,,8821.18,8602.86,69.61,347
SLQ,Sky King Inc.,SLQ,Sky King Inc.,2012,2,13150.63,0,14282.85,-9373.44,-11476.48,0
QX,Horizon Air,QX,Horizon Air,2010,1,111266,623483,758687,232220,340055,68191
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2005,1,5164.89,80668.69,47096.83,11134.12,237.27,-31.95
QX,Horizon Air,QX,Horizon Air,2009,1,110326,566915,729322,247647,324669,56800
SPQ,Sun Pacific International,SPQ,Sun Pacific International,2000,4,821.22,9780.1,8856.4,12320.76,13357.22,
QX,Horizon Air,QX,Horizon Air,1996,3,47126,62592,171812,61072,,10602
QX,Horizon Air,QX,Horizon Air,2005,3,108522,176887,325525,117657,58509,33647
KP,Kiwi International,KP,Kiwi International,1997,1,25723.16,5498.52,31620.41,66495.37,2265.97,825.77
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2007,4,7860.55,,9409.13,8543.63,241.25,
23Q,Songbird Airways Inc.,23Q,Sky King Inc.,2015,1,1365.26,0,2061.48,863.32,1761.9,0
QX,Horizon Air,QX,Horizon Air,2004,1,104311,183096,317066,170296,34252,23166
QX,Horizon Air,QX,Horizon Air,2013,4,189056,826393,840395,247271,278873,160829
WI,Sky Lease Cargo,WI,Tradewinds Airlines,2001,3,6233.36,4543.91,10930.2,8606.78,2459.54,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1992,4,35892,186249,337466,104518,155303,2997
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2005,3,45487.66,125785.64,70141.86,33570.92,29965.54,2346.32
OW,Executive Airlines,OW,Executive Airlines,2003,2,100903.05,53224.26,133969.03,77947.46,,-3625.77
QX,Horizon Air,QX,Horizon Air,2003,2,80179,137518,252167,160435,,12088
QX,Horizon Air,QX,Horizon Air,2006,1,116050,224815,407614,192222,72728,31616
KH,Aloha Air Cargo,KH,Aloha Air Cargo,2011,2,8615.3,5645.58,23382.98,4135.07,,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1992,3,36701,269861,326304,94529,159048,1229
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,2006,3,7070.36,10637.87,27116.06,7614.37,,
QX,Horizon Air,QX,Horizon Air,2014,4,186512,833493,818121,201242,289364,163062
TB (1),USAir Shuttle,TB,USAir Shuttle,1994,1,8795.25,37285.08,142719.75,24530.76,193966.42,3169.88
RD,Ryan International Airlines,RD,Ryan International Airlines,2009,3,56501.63,,71664.56,24941.88,23806.67,
OW,Executive Airlines,OW,Executive Airlines,2006,1,67607.44,53846.87,83232.82,49543.01,,2232.52
QX,Horizon Air,QX,Horizon Air,1996,1,46533,61591,151070,42579,2705,9438
MQ,Envoy Air,MQ,Envoy Air,2015,4,109181.27,191435.74,301136.75,86211.45,34631.25,911.84
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2012,4,10720.03,149280.02,181727.45,10609.1,95191.03,-5.86
ZKQ,Zantop International,ZKQ,Zantop International,2001,2,5235.27,50153.05,20687.26,8044.17,,2477
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,2002,3,4651.11,5026.33,11247.11,1485.23,4363.92,
QX,Horizon Air,QX,Horizon Air,2000,1,41700,108200,243265,106864,,11603
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2008,4,25428.2,111595.29,68959.6,22860.87,3242.16,-19.04
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2006,1,11449.11,766040.19,826751.85,157207.19,644136.42,2438.2
MG,Champion Air,MG,MGM Grand Air Inc.,1993,2,19867,88897,88509,5046,28047,
QX,Horizon Air,QX,Horizon Air,2016,3,147522,858828,715726,175043,196661,149916
9R,Flagship Express Services,9R,Rosenbalm Aviation Inc.,1991,2,7701,11572,67072,28245,45000,
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,1998,1,67260.04,280985.14,183425.34,60226.68,,88402.12
OH,PSA Airlines Inc.,16,PSA Airlines Inc.,2004,4,19549.24,29184.22,64684.88,58763.97,,21198.75
QX,Horizon Air,QX,Horizon Air,1991,3,31891,36898,147091,54494,4593,8921
WO,World Airways Inc.,WO,World Airways Inc.,1993,3,23912,38345,78578,44671,26669,11474
QX,Horizon Air,QX,Horizon Air,2009,3,113700,566717,705662,206929,315121,66735
VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,1996,2,1942,6064.74,6430.95,10716.29,9309.83,1765.62
TB (1),USAir Shuttle,TB,Trump Shuttle,1991,1,14591.23,132775.65,350319.18,294199.37,8879.16,62
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2002,4,9097.95,597.64,12022.91,24515.85,,8817.85
QX,Horizon Air,QX,Horizon Air,1995,4,50008,60572,154925,45497,2824,9559
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1999,1,8144.7,21471.95,27068.76,4057.55,8953.06,
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2010,1,7512.57,117710.47,48486.85,6937,919.32,4.19
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2011,3,7038.2,0,8043.35,5003.21,2323.02,2
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2007,1,5698.9,,7284.17,6317.26,612.71,
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1997,1,30949.17,61582.3,71967,69808.39,25415,4258.91
RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,1996,2,6133.77,19423.23,18335.69,6045.73,1100,1916.43
OW,Executive Airlines,OW,Executive Airlines,2004,4,77274.51,62105.86,96708.98,48650.69,,4642.83
ZKQ,Zantop International,ZKQ,Zantop International,2001,3,5210.49,49885.36,20192.77,8068.69,,2477
FE,Primaris Airlines Inc.,FE,Primaris Airlines Inc.,2007,2,504.44,960.09,7339.52,2270.91,9643.13,
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,2016,2,7975.37,172179.42,84598.01,5269.21,5620.16,0
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2007,2,33998.14,4395.76,42508.99,38359.05,2498.97,
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,2007,3,1639.07,520.27,7766.91,3916.17,,
TB (1),USAir Shuttle,TB,USAir Shuttle,1993,3,8953.57,36304.33,147800.95,23602.78,200641.27,3395.5
QX,Horizon Air,QX,Horizon Air,2003,1,105883,125344,266047,184479,,12078
APN,Aspen Airways Inc.,AP,Aspen Airways Inc.,1990,4,5175.86,3615.97,13337.13,8912.07,7502.03,-435.74
OW,Executive Airlines,OW,Executive Airlines,2002,2,92878.48,38682.5,119436.14,60348.35,,1382.98
AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,Aerodynamics Inc.,2012,1,7512.6,0,9786.64,6605.14,3017.4,0
FE,Primaris Airlines Inc.,FE,Primaris Airlines Inc.,2007,1,300.12,836.11,6360.01,4753.59,5000,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2006,4,34524,,69883,38808,30316,
ZKQ,Zantop International,ZKQ,Zantop International,1996,3,11599,63625.41,54530.38,6398.36,12534.5,2388
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2009,3,32076.67,800461.57,469364.75,77087.64,89890.55,120197.32
LC (2),Legend Airlines,LC,Legend Airlines,2000,3,4112.12,18280.21,88588.09,29718.24,50814.19,
WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,1994,1,7146.53,626.55,10276.25,13487.91,2760.77,
,,U7,,1998,2,10479.78,43674.1,42786.93,11302.23,28365.39,
KP,Kiwi International,KP,Kiwi International,1998,1,11613.18,4812.37,30688.3,25018.58,1570.72,
M6,Amerijet International,JH,Amerijet International,1992,1,2842.34,713.23,4196.59,2584.71,1489.07,239.08
MQ,Envoy Air,MQ,Envoy Air,2016,3,113794.19,181763.04,330629.1,93454.97,36670.71,597.87
KH,Aloha Air Cargo,KH,Aloha Air Cargo,2009,2,9359.32,6219.7,22853.61,3872.72,57.69,
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1996,3,46522.09,164777.56,136824.85,41727.18,29488.73,
OW,Executive Airlines,OW,Executive Airlines,2007,1,63402.55,31230.83,78048.29,28700.9,,1423.55
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2010,1,62866.15,1292275.99,1170454.64,96552.07,861109.76,40407.23
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2005,2,5664.13,6801.66,13247.38,3836.57,2010.71,
M6,Amerijet International,JH,Amerijet International,1991,2,2497.36,758.91,4331.62,1958.77,1041.77,318.97
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2006,3,24842.07,762535.2,473506.42,78726.91,77874.79,130474.55
SPQ,Sun Pacific International,SPQ,Sun Pacific International,2000,3,796.34,9780.1,9015.11,10897.63,12611.47,
KP,Kiwi International,KP,Kiwi International,1998,4,11882.7,5716.56,30330.55,35340.35,5806.38,
QX,Horizon Air,QX,Horizon Air,2004,3,93300,197476,304103,124838,42565,29750
9S,Southern Air Inc.,9S,Southern Air Inc.,2002,1,8110,,13971,9733,4750,
ZN,Key Airlines Inc.,ZN,Key Airlines Inc.,1992,3,3435,663,3936,7446,620,
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,1990,4,11997.62,67148.33,72454.25,21033.1,26291.99,4860.86
OH,PSA Airlines Inc.,16,PSA Airlines Inc.,2006,3,25801.89,27794.9,69941.04,104101.41,,308.01
QX,Horizon Air,QX,Horizon Air,1991,2,29707,35461,144574,56426,4665,7020
MG,Champion Air,MG,MGM Grand Air Inc.,1991,1,6021,84212,87274,9717,63288,
TB (1),USAir Shuttle,TB,USAir Shuttle,1992,3,8728.59,36392.02,161022.9,23310.66,180938.06,9119.5
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2014,2,21905.36,321569.46,265161.77,33301.28,192615.67,394.37
WV (1),Air South Inc. (1),WV,Air South Inc.,1995,3,7832.92,1622.53,11787.53,14489.36,12000,
QX,Horizon Air,QX,Horizon Air,1999,4,31572,100359,212972,76119,,11223
JX,Southeast Airlines,JX,Sun Jet International Inc.,1997,2,555,87,7198,12307,2790,
AX,Trans States Airlines,AX,Trans States Airlines,2004,3,39459.44,143692.97,181789.97,30004.88,100709.53,452.46
FCQ,Falcon Air Express,FCQ,Falcon Air Express,2001,4,4564.25,4363.79,7441.64,15308.07,1572.77,
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2002,2,13199.78,597.64,16398.09,23879.95,,13755.65
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2016,1,16806.97,325601.83,243986.4,56572.76,167674.11,5.84
1BQ,"Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",2016,3,17690.95,8120.4,26411.18,19974.31,2815,0
WI,Sky Lease Cargo,WI,Tradewinds Airlines,2000,2,4406.11,1722.52,7187.39,5268.72,908.33,
OH,PSA Airlines Inc.,16,PSA Airlines Inc.,2008,1,30091.92,67732.59,109589.05,151573.13,,
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,2000,1,3933.15,3517.49,9568.04,1745.49,3233.24,
QX,Horizon Air,QX,Horizon Air,2005,1,110637,201991,342352,178859,41384,22823
T9,TransMeridian Airlines,T9,TransMeridian Airlines,2001,3,4487.95,4544.19,9753.75,9111.62,,
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1999,2,8062.53,20442.94,25180.25,4841.99,8670.79,
JKQ,Express One International Inc.,JKQ,Express One International Inc.,1991,2,9052.95,46241.57,44263.99,11672.57,20493.22,4333.13
JX,Southeast Airlines,JX,Southeast Airlines,2003,3,10503,15599,36503,23407,20681,
RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,1999,2,5196.87,19413.77,15860.19,10796.45,2512.69,2494.57
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1997,3,25018.03,642016.99,493062.84,82213.4,294812.09,42130.02
RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,1991,3,13542.54,22868.3,27342.2,4740.96,,5187.24
QX,Horizon Air,QX,Horizon Air,1990,4,26386,34065,129997,33721,13787,6259
GL,Miami Air International,GL,Miami Air International,2007,3,17691.11,7922.18,27985.28,17305.12,1779.16,
